job_ts,time,mode6_lat,mode6_lon,3hydro_lat,3hydro_lon
20260520_121025,101033,53.83618801781709,17.647958895995863,53.83618801781709,17.647958895995863
20260520_121025,101034,53.83622582001138,17.64781577073467,53.83622582001138,17.64781577073467
20260520_121025,101035,53.836254265040004,17.64804022565865,53.836254265040004,17.64804022565865
20260520_121025,101036,53.83627271110152,17.648080511376172,53.83627271110152,17.648080511376172
20260520_121025,101037,-69.95858027583331,39.943742249432255,,
20260520_121025,101038,177.15270207279954,-30.044406990667728,,
20260520_121025,101039,53.83657061810934,17.64803064508536,53.83657061810934,17.64803064508536
20260520_121025,101040,151.7780911719206,-61.264194844752026,,
20260520_121025,101041,53.83657137846179,17.648128538576632,53.8439385817262,17.64999199160009
20260520_121025,101042,-116.58052565699784,-62.599870528282835,,
20260520_121025,101043,175.3480527197722,-7.399663020736645,,
20260520_121025,101044,53.83638026882891,17.647927261656513,53.83638026882891,17.647927261656513
